Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA_Desc,Total_Providers,Total_Beneficiaries,Avg_Allowed_Amt,Opportunity_Index
29325,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2,190,274.6594525753333,232.32972628766666
29401,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,73,23.925,24.23125
29403,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,76,117.880904185,193.88090418500002
29406,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,588,212.66050635835293,133.44341772639214
29412,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,39,113.107936509,76.0539682545
29414,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,214,117.068550811,82.76713770275
29425,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",19,781,206.00487195021623,51.947624839485066
29440,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,21,25.9,46.9
29445,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,33,108.422454545,70.7112272725
29456,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,324,311.5391936533333,317.76959682666666
29464,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",13,1854,218.39785727025807,159.41521979001985
29466,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,103,104.7796657142,103.8898328571
29485,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,114,736.8027126449999,850.8027126449999
29486,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,123,552.4210675033333,337.7105337516667
29501,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,69,107.39018315,58.79672771666666
29506,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,610,265.70462681846664,175.14092536369333
29520,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,19,138.33,157.33
29526,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,825,298.09426018936364,140.38678252367046
29550,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",1,22,25.27,47.269999999999996
29572,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,34,179.53066997599998,106.76533498799999
29576,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9,1996,267.50415092246874,251.50046121360765
29577,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,85,290.9831327466666,375.9831327466666
29579,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,359,225.02532816299998,116.8050656326
29582,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,59,264.92710526499997,323.92710526499997
29585,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,189,330.9435117666667,519.9435117666667
29588,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,427,313.72684757999997,185.18171189499998
29601,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,66,309.4665708063333,375.4665708063333
29605,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",9,672,85.49468096445455,84.16607566271718
29607,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",3,195,124.19957638119999,106.39985879373334
29615,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",11,683,213.98769818154548,81.54433619832231
29621,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,904,318.0583398063334,152.75729247579167
29640,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,65,119.2975990245,184.29759902450002
29642,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,53,311.6933333333333,364.6933333333333
29646,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2,157,138.288140056,147.644070028
29650,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,56,105.243875,161.243875
29678,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,43,79.350238095,122.350238095
29681,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",2,261,237.0212616475,249.01063082375
29708,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,34,304.11916666499997,338.11916666499997
29720,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",2,43,117.49929592666668,80.24964796333333
29732,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",2,103,279.74828571399996,191.37414285699998
29801,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,157,257.893558045,414.893558045
29803,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,226,242.47356438399999,234.236782192
29841,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,30,91.27,121.27
29902,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",10,714,187.31338013352382,90.13133801335239
29910,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,416,294.9611168519,236.98703895063332
29926,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,114,270.19865243233335,128.06621747744444
29927,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",1,240,250.91050423333334,490.9105042333333
30004,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,22,519.425,541.425
30005,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,768,214.44796842480952,245.61199210620236
30012,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,265,250.68517816519997,128.9212945413
30014,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,498,246.0753117586,148.81506235172
30016,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,17,25.139473684,42.139473683999995
30019,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,94,140.39809374450002,78.13269791483334
30024,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,135,751.17504902,886.17504902
30030,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,27,625.12666667,652.12666667
30033,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,38,144.99284461050001,182.99284461050001
30034,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,45,116.50396321,80.751981605
30040,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,65,315.3254273503333,190.16271367516666
30041,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,267,266.4424337259,106.68848674517999
30044,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,186,347.01479070749997,266.50739535375
30046,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",20,1201,172.72266442423077,68.68613322121153
30052,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,74,424.66940624999995,249.33470312499998
30060,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",15,967,258.5740591581081,81.70493727720721
30067,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,132,473.18403358999996,302.59201679499995
30076,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,811,343.98269937975,164.99752848282145
30078,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,29,541.3798125000001,285.18990625000004
30088,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,31,116.59666667,147.59666667
30092,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,181,427.39348622399996,608.393486224
30096,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,136,244.01207971959997,190.00603985979998
30097,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,103,146.57041861675,124.785209308375
30101,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,44,619.4473341,663.4473341
30106,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,505,313.91062767284996,102.36382845910624
30110,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",1,22,113.31074405,135.31074404999998
30114,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,441,416.49731833923073,171.49946366784616
30115,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,13,387.67,400.67
30117,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5,224,387.3247922725,122.26495845449999
30120,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,12,21.967692308,33.967692308
30121,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",6,386,250.28839306485716,106.04806551080952
30132,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,455,150.0412448220909,201.68041494069698
30135,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,176,430.37605513560004,151.5940137839
30141,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,81,223.136901388,152.068450694
30143,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",2,368,317.5395265552222,342.7697632776111
30144,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,191,145.799794907,168.3998974535
30157,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,371,408.534032382125,259.84467746070834
